label,message
DamagedProperty,"Hello, I am writing to report that one of your recycling vehicles clipped my car wing mirror this morning while driving down the narrow lane in Cheddar (Church St). I have a witness who saw the truck, which was branded with GreenBin logos. The mirror is completely shattered and the casing is scratched. I would like to file a formal claim for the repair costs. Please let me know the process for this and what documentation you require from my side."
PositiveFeedback,Your staff are gr8!!! Efficient workers and clearly passionate about what they do 👍.
ServiceComplaint,Why is the bin collection time different every week? Can't you stick to a schedule you muppets?
MissedCollection,why was our street skipped today? every bin left standing. pls explain.
DamagedProperty,"bin left in road, got hit by a car, now it’s crushed"
MissedCollection,"Again, you missed my collection. Disappointing every time."
DamagedProperty,"Our recycling bin lid is broken after today’s collection, it was fine before."
ServiceComplaint,"Service feels very hit and miss lately, not very reliable."
DamagedProperty,Extremely disappointed to find that your recycling lorry has damaged the kerb outside my property. Chunks of concrete have broken off and it looks terrible. This is public facing and reflects badly on the street. I expect GreenBin to liaise with the council and resolve this without delay.
MissedCollection,missed
PositiveFeedback,First time in ages everything went perfectly. Well done.
DamagedProperty,"I’m writing to report that your truck hit our fence on Monday morning, leaving visible damage. Please get in touch."
ServiceComplaint,Driver threw my bin from the truck to the ground from height. Very aggressive behaviour.
ServiceComplaint,Still waiting on a reply about my bin replacement. Been over a month.
DamagedProperty,"I would like to report damage caused by your collection team to our driveway. After the bins were collected yesterday, we noticed oil stains and deep tyre marks on the edge of the paving. This area was only resurfaced last summer, so the marks are very noticeable. I appreciate that your vehicles are large, but care should be taken when manoeuvring on residential streets. Please let me know how to proceed with a damage report and whether an inspection can be arranged. I have taken clear photographs as evidence."
ServiceComplaint,"The SMS notification says collection between 8–9 AM, but nobody turned up. Please ensure your messaging is accurate."
PositiveFeedback,Really appreciate the extra effort.
DamagedProperty,Gate damaged when bin was returned.
GeneralInquiry,Do you offer commercial waste collection for small businesses?
PositiveFeedback,Thanks for replacing our damaged bin so fast.
DamagedProperty,"esto es increíble… your greenbin crew cracked two paving slabs on my drive in Frome when they dropped the bin HARD (like, from a height). now the slabs are chipped and uneven and it’s a trip hazard. and before you say “wear and tear”, nope, they were fine yesterday and i have photos because we’re selling the house. you also spilled broken glass bits everywhere and just left it!! i’m not your cleaner. i want this recorded as property damage and i want someone to call me with next steps. if you ignore me i will go straight to the council and i’ll happily post the videos online too 🙂"
DamagedProperty,Your vehicle caused damage to my property and I expect accountability.
GeneralInquiry,"Hi, what day is recycling collected on my street? I'm in Taunton."
GeneralInquiry,"trouble logging in to website, help?"
ServiceComplaint,i pay council tax for this? honestly disappointed.
ServiceComplaint,"I’ve had enough of your lorry blocking the road for ages and your crew acting like everyone else should just wait. Yes, I know it’s a collection, but they parked across two driveways in Frome and then had a chat while cars queued. When someone politely asked if they could move a bit, the worker made a sarcastic comment. It’s not just about inconvenience; it’s the attitude. You’re in a residential community, not a closed yard. Please remind crews to be considerate, minimise blockage, and speak respectfully. If this continues, I will start documenting dates and times and raise it with the council transport team."
MissedCollection,"To whom it may concern, our recycling collection scheduled for Wednesday 31 December in Nether Stowey did not occur. Multiple households on the cul-de-sac have been affected, suggesting a possible route oversight. Could you provide confirmation of a follow-up round? The missed pickup is problematic because holiday waste volumes exceed normal capacity; at present the container weighs considerably more than the manual lifting limit, so taking it to the depot is not feasible for me. I rely on the council service due to mobility issues. Please advise at your earliest convenience. Reference number from online form: 89372."
ServiceComplaint,Why are collections so early now? woken up by noise!
MissedCollection,no collection today. reporting. fed up.
ServiceComplaint,why always late pickups
DamagedProperty,"Green bag left torn, spilled everywhere"
MissedCollection,bin full because missed last week
MissedCollection,3rd week running no collection. getting proper annoyed now. taunton postcode ta3 5rt
GeneralInquiry,"Good afternoon, could you send me the 2026 collection calendar in large-print PDF format for my partially sighted neighbour? She struggles with the standard leaflet and would benefit from a digital version with bigger text. Much appreciated."
DamagedProperty,"I’m contacting you to report damage caused during a recycling collection. The GreenBin truck appears to have clipped my parked car, leaving a long scratch along the side. The car was legally parked and has no previous damage in that area. Unfortunately, no details were left by the crew. This is extremely frustrating, as repairs will be costly. I expect this to be taken seriously and investigated promptly. Please let me know how to submit evidence and make a formal claim. I would appreciate a response within a reasonable timeframe."
ServiceComplaint,always slow to fix issues
GeneralInquiry,What happens to the recycling once it’s collected? Curious.
